Landkreis	Bundesland	Population	Cases	Deaths	Cases_Per_Million	Deaths_Per_Million	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent	DoublingTime_Cases_Last_Week_Per_100000
Augsburg (Kreisfreie Stadt)	Bayern	296582	17530	395	59106	1331	11.5	73.6	
Kaufbeuren (Kreisfreie Stadt)	Bayern	44398	2335	54	52592	1216	28.6	100.0	
Kempten (Allgäu) (Kreisfreie Stadt)	Bayern	69151	3184	46	46044	665	13.0	84.8	
Memmingen (Kreisfreie Stadt)	Bayern	44100	2173	24	49274	544	23.1	92.3	10.4
Aichach-Friedberg (Landkreis)	Bayern	134655	5133	96	38119	712	10.5	100.0	
Augsburg (Landkreis)	Bayern	253468	11221	217	44269	856	22.2	88.9	
Dillingen a.d. Donau (Landkreis)	Bayern	96562	3646	111	37758	1149	38.5	84.6	49.7
Günzburg (Landkreis)	Bayern	127027	6609	107	52028	842	15.6	88.9	
Neu-Ulm (Landkreis)	Bayern	175204	7375	115	42093	656	16.7	72.2	
Lindau (Bodensee) (Landkreis)	Bayern	81981	3297	62	40216	756	0.0	66.7	
Ostallgäu (Landkreis)	Bayern	141182	7033	126	49815	892	17.6	64.7	
Unterallgäu (Landkreis)	Bayern	145341	6999	148	48155	1018	14.3	78.6	
Donau-Ries (Landkreis)	Bayern	133783	5776	159	43174	1188	11.5	88.5	
Oberallgäu (Landkreis)	Bayern	156008	5768	84	36972	538	25.0	75.0	40.8
