Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent	Cases_Last_Week_7Day_Percent
-501	2020-01-07	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-500	2020-01-08	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-499	2020-01-09	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-498	2020-01-10	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-497	2020-01-11	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-496	2020-01-12	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-495	2020-01-13	0	0	0	0	0	0	0	0	0	0.0	0	0.0			
-494	2020-01-14	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-493	2020-01-15	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-492	2020-01-16	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-491	2020-01-17	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-490	2020-01-18	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-489	2020-01-19	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-488	2020-01-20	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-487	2020-01-21	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-486	2020-01-22	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-485	2020-01-23	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-484	2020-01-24	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-483	2020-01-25	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-482	2020-01-26	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-481	2020-01-27	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-480	2020-01-28	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-479	2020-01-29	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-478	2020-01-30	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-477	2020-01-31	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-476	2020-02-01	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-475	2020-02-02	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-474	2020-02-03	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-473	2020-02-04	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-472	2020-02-05	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-471	2020-02-06	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-470	2020-02-07	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-469	2020-02-08	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-468	2020-02-09	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-467	2020-02-10	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-466	2020-02-11	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-465	2020-02-12	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-464	2020-02-13	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-463	2020-02-14	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-462	2020-02-15	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-461	2020-02-16	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-460	2020-02-17	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-459	2020-02-18	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-458	2020-02-19	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-457	2020-02-20	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-456	2020-02-21	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-455	2020-02-22	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-454	2020-02-23	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-453	2020-02-24	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-452	2020-02-25	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-451	2020-02-26	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-450	2020-02-27	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-449	2020-02-28	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-448	2020-02-29	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-447	2020-03-01	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-446	2020-03-02	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-445	2020-03-03	0	0	0	0	0	0	0	0	0	0.0	0	0.0			0
-444	2020-03-04	1	0	1	0	1	0	2	0	2	0.0	2	0.0			0
-443	2020-03-05	3	0	2	0	3	0	7	0	5	0.0	7	0.0			0
-442	2020-03-06	4	0	1	0	4	0	10	0	2	0.0	10	0.0			0
-441	2020-03-07	4	0	0	0	4	0	10	0	0	0.0	10	0.0			0
-440	2020-03-08	4	0	0	0	4	0	10	0	0	0.0	10	0.0			0
-439	2020-03-09	6	0	2	0	6	0	15	0	5	0.0	15	0.0			0
-438	2020-03-10	9	0	3	0	9	0	22	0	7	0.0	22	0.0			0
-437	2020-03-11	15	0	6	0	14	0	37	0	15	0.0	35	0.0			1300.0
-436	2020-03-12	19	0	4	0	16	0	47	0	10	0.0	40	0.0			433.3333333333333
-435	2020-03-13	28	0	9	0	24	0	70	0	22	0.0	60	0.0			500.0
-434	2020-03-14	28	0	0	0	24	0	70	0	0	0.0	60	0.0			500.0
-433	2020-03-15	28	0	0	0	24	0	70	0	0	0.0	60	0.0			500.0
-432	2020-03-16	42	0	14	0	36	0	105	0	35	0.0	90	0.0			500.0
-431	2020-03-17	50	0	8	0	41	0	125	0	20	0.0	103	0.0			355.55555555555554
-430	2020-03-18	60	0	10	0	45	0	150	0	25	0.0	113	0.0			221.42857142857144
-429	2020-03-19	77	0	17	0	58	0	193	0	42	0.0	145	0.0			262.5
-428	2020-03-20	93	0	16	0	65	0	233	0	40	0.0	163	0.0			170.83333333333331
-427	2020-03-21	108	0	15	0	80	0	271	0	37	0.0	200	0.0			233.33333333333334
-426	2020-03-22	115	0	7	0	87	0	288	0	17	0.0	218	0.0			262.5
-425	2020-03-23	124	0	9	0	82	0	311	0	22	0.0	206	0.0			127.77777777777777
-424	2020-03-24	146	0	22	0	96	0	366	0	55	0.0	241	0.0			134.14634146341464
-423	2020-03-25	164	0	18	0	104	0	412	0	45	0.0	261	0.0			131.11111111111111
-422	2020-03-26	202	0	38	0	125	0	507	0	95	0.0	314	0.0			115.51724137931035
-421	2020-03-27	234	1	32	1	141	1	587	2	80	2.512	354	2.51			116.92307692307693
-420	2020-03-28	245	2	11	1	137	2	615	5	27	2.512	344	5.02			71.25
-419	2020-03-29	256	3	11	1	141	3	643	7	27	2.512	354	7.54			62.06896551724138
-418	2020-03-30	269	3	13	0	145	3	675	7	32	0.0	364	7.54			76.82926829268293
-417	2020-03-31	288	3	19	0	142	3	723	7	47	0.0	356	7.54			47.91666666666667
-416	2020-04-01	301	3	13	0	137	3	756	7	32	0.0	344	7.54			31.73076923076923
-415	2020-04-02	322	4	21	1	120	4	808	10	52	2.512	301	10.05			-4.0
-414	2020-04-03	359	9	37	5	125	8	901	22	92	12.562	314	20.1			-11.347517730496454
-413	2020-04-04	369	9	10	0	124	7	927	22	25	0.0	311	17.59			-9.48905109489051
-412	2020-04-05	377	9	8	0	121	6	947	22	20	0.0	303	15.07			-14.184397163120568
-411	2020-04-06	389	9	12	0	120	6	977	22	30	0.0	301	15.07			-17.24137931034483
-410	2020-04-07	407	14	18	5	119	11	1022	35	45	12.562	298	27.64			-16.19718309859155
-409	2020-04-08	426	15	19	1	125	12	1070	37	47	2.512	314	30.15			-8.75912408759124
-408	2020-04-09	454	17	28	2	132	13	1140	42	70	5.025	331	32.66			10.0
-407	2020-04-10	458	17	4	0	99	8	1150	42	10	0.0	248	20.1			-20.8
-406	2020-04-11	466	18	8	1	97	9	1170	45	20	2.512	243	22.61			-21.774193548387096
-405	2020-04-12	473	18	7	0	96	9	1188	45	17	0.0	241	22.61			-20.66115702479339
-404	2020-04-13	478	18	5	0	89	9	1200	45	12	0.0	223	22.61			-25.833333333333336
-403	2020-04-14	485	18	7	0	78	4	1218	45	17	0.0	195	10.05			-34.45378151260504
-402	2020-04-15	491	18	6	0	65	3	1233	45	15	0.0	163	7.54			-48.0
-401	2020-04-16	503	19	12	1	49	2	1263	47	30	2.512	123	5.02			-62.878787878787875
-400	2020-04-17	534	23	31	4	76	6	1341	57	77	10.049	190	15.07			-23.232323232323232
-399	2020-04-18	546	24	12	1	80	6	1371	60	30	2.512	200	15.07			-17.525773195876287
-398	2020-04-19	550	24	4	0	77	6	1381	60	10	0.0	193	15.07			-19.791666666666664
-397	2020-04-20	554	24	4	0	76	6	1391	60	10	0.0	190	15.07			-14.606741573033707
-396	2020-04-21	563	24	9	0	78	6	1414	60	22	0.0	195	15.07			0.0
-395	2020-04-22	569	24	6	0	78	6	1429	60	15	0.0	195	15.07			20.0
-394	2020-04-23	576	24	7	0	73	5	1447	60	17	0.0	183	12.56			48.97959183673469
-393	2020-04-24	591	26	15	2	57	3	1484	65	37	5.025	143	7.54			-25.0
-392	2020-04-25	592	26	1	0	46	2	1487	65	2	0.0	115	5.02			-42.5
-391	2020-04-26	593	26	1	0	43	2	1489	65	2	0.0	108	5.02	9.4	67.3	-44.15584415584416
-390	2020-04-27	596	27	3	1	42	3	1497	67	7	2.512	105	7.54	10.1	68.6	-44.73684210526316
-389	2020-04-28	601	28	5	1	38	4	1509	70	12	2.512	95	10.05	9.6	68.5	-51.28205128205128
-388	2020-04-29	604	28	3	0	35	4	1517	70	7	0.0	87	10.05	8.6	69.0	-55.12820512820513
-387	2020-04-30	616	29	12	1	40	5	1547	72	30	2.512	100	12.56	8.2	69.2	-45.20547945205479
-386	2020-05-01	616	29	0	0	25	3	1547	72	0	0.0	62	7.54	8.2	70.3	-56.14035087719298
-385	2020-05-02	625	31	9	2	33	5	1570	77	22	5.025	82	12.56	8.0	70.9	-28.26086956521739
-384	2020-05-03	627	31	2	0	34	5	1575	77	5	0.0	85	12.56	8.5	69.1	-20.930232558139537
-383	2020-05-04	631	31	4	0	35	4	1585	77	10	0.0	87	10.05	8.3	69.0	-16.666666666666664
-382	2020-05-05	637	31	6	0	36	3	1600	77	15	0.0	90	7.54	8.5	70.5	-5.263157894736842
-381	2020-05-06	642	31	5	0	38	3	1612	77	12	0.0	95	7.54	7.9	71.1	8.571428571428571
-380	2020-05-07	648	31	6	0	32	2	1627	77	15	0.0	80	5.02	8.3	73.0	-20.0
-379	2020-05-08	648	31	0	0	32	2	1627	77	0	0.0	80	5.02	8.3	72.3	28.000000000000004
-378	2020-05-09	651	32	3	1	26	1	1635	80	7	2.512	65	2.51	7.8	71.8	-21.21212121212121
-377	2020-05-10	651	32	0	0	24	1	1635	80	0	0.0	60	2.51	7.3	70.0	-29.411764705882355
-376	2020-05-11	654	33	3	1	23	2	1643	82	7	2.512	57	5.02	6.8	71.0	-34.285714285714285
-375	2020-05-12	654	33	0	0	17	2	1643	82	0	0.0	42	5.02	6.7	70.8	-52.77777777777778
-374	2020-05-13	663	33	9	0	21	2	1665	82	22	0.0	52	5.02	6.2	67.5	-44.73684210526316
-373	2020-05-14	664	33	1	0	16	2	1668	82	2	0.0	40	5.02	5.7	71.0	-50.0
-372	2020-05-15	665	33	1	0	17	2	1670	82	2	0.0	42	5.02	5.6	72.1	-46.875
-371	2020-05-16	665	33	0	0	14	1	1670	82	0	0.0	35	2.51	4.8	70.9	-46.15384615384615
-370	2020-05-17	666	33	1	0	15	1	1673	82	2	0.0	37	2.51	4.9	70.4	-37.5
-369	2020-05-18	678	33	12	0	24	0	1703	82	30	0.0	60	0.0	4.7	68.9	4.3478260869565215
-368	2020-05-19	690	35	12	2	36	2	1733	87	30	5.025	90	5.02	5.1	68.8	111.76470588235294
-367	2020-05-20	696	36	6	1	33	3	1748	90	15	2.512	82	7.54	4.6	72.6	57.14285714285714
-366	2020-05-21	696	36	0	0	32	3	1748	90	0	0.0	80	7.54	4.1	72.7	100.0
-365	2020-05-22	705	36	9	0	40	3	1771	90	22	0.0	100	7.54	4.0	70.8	135.29411764705884
-364	2020-05-23	706	36	1	0	41	3	1773	90	2	0.0	103	7.54	4.1	70.1	192.85714285714286
-363	2020-05-24	706	36	0	0	40	3	1773	90	0	0.0	100	7.54	3.9	70.4	166.66666666666669
-362	2020-05-25	706	36	0	0	28	3	1773	90	0	0.0	70	7.54	4.1	69.7	16.666666666666664
-361	2020-05-26	707	36	1	0	17	1	1776	90	2	0.0	42	2.51	4.3	71.0	-52.77777777777778
-360	2020-05-27	711	36	4	0	15	0	1786	90	10	0.0	37	0.0	3.3	72.9	-54.54545454545454
-359	2020-05-28	711	36	0	0	15	0	1786	90	0	0.0	37	0.0	3.4	72.3	-53.125
-358	2020-05-29	712	36	1	0	7	0	1788	90	2	0.0	17	0.0	3.9	74.5	-82.5
